,Text,Type,Category,Description,Snomed_code,Meddra_code,pt_name,hlt_name,hlgt_name,soc_name,soc_abbrev
909,weight,TEST_NAME,TEST_TREATMENT_PROCEDURE,Body weight problem (finding),301336003,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
910,weight,TEST_NAME,TEST_TREATMENT_PROCEDURE,Weight symptom (finding),161829004,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
911,weight,TEST_NAME,TEST_TREATMENT_PROCEDURE,Weights (qualifier value),272102008,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
912,diuretics,TREATMENT_NAME,TEST_TREATMENT_PROCEDURE,Diuretic therapy (procedure),722048006,10053073.0,Diuretic therapy,Therapeutic procedures NEC,Therapeutic procedures and supportive care NEC,Surgical and medical procedures,Surg
913,diuretics,TREATMENT_NAME,TEST_TREATMENT_PROCEDURE,Diuretic (substance),372695000,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
914,diuretics,TREATMENT_NAME,TEST_TREATMENT_PROCEDURE,Medicinal product acting as diuretic (product),30492008,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
915,diuretics,TREATMENT_NAME,TEST_TREATMENT_PROCEDURE,Diuretic therapeutic role (role),773896004,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
916,diuretics,TREATMENT_NAME,TEST_TREATMENT_PROCEDURE,Purine derivative diuretic (substance),419151007,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
917,angiotensin receptor blocker,TREATMENT_NAME,TEST_TREATMENT_PROCEDURE,Angiotensin II receptor antagonist therapy (procedure),410683008,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
918,angiotensin receptor blocker,TREATMENT_NAME,TEST_TREATMENT_PROCEDURE,Angiotensin II receptor antagonist (disposition),734629003,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
919,angiotensin receptor blocker,TREATMENT_NAME,TEST_TREATMENT_PROCEDURE,Product containing angiotensin II receptor antagonist (product),96308008,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
920,angiotensin receptor blocker,TREATMENT_NAME,TEST_TREATMENT_PROCEDURE,Administration of prophylactic angiotensin II receptor antagonist (procedure),395010006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
921,angiotensin receptor blocker,TREATMENT_NAME,TEST_TREATMENT_PROCEDURE,Angiotensin receptor (substance),45648004,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
922,ARB,TREATMENT_NAME,TEST_TREATMENT_PROCEDURE,Angiotensin II receptor antagonist therapy (procedure),410683008,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
923,ARB,TREATMENT_NAME,TEST_TREATMENT_PROCEDURE,Angiotensin II receptor antagonist (disposition),734629003,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
924,ARB,TREATMENT_NAME,TEST_TREATMENT_PROCEDURE,Administration of prophylactic angiotensin II receptor antagonist (procedure),395010006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
925,ARB,TREATMENT_NAME,TEST_TREATMENT_PROCEDURE,Arylsulfatase B measurement (procedure),55529002,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
926,ARB,TREATMENT_NAME,TEST_TREATMENT_PROCEDURE,Angiotensin II receptor antagonist adverse reaction (disorder),407590002,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
927,statins,TREATMENT_NAME,TEST_TREATMENT_PROCEDURE,Administration of prophylactic statin (procedure),315053001,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
928,statins,TREATMENT_NAME,TEST_TREATMENT_PROCEDURE,Statin not tolerated (situation),413174003,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
929,statins,TREATMENT_NAME,TEST_TREATMENT_PROCEDURE,High-intensity statin therapy (procedure),4371000175109,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
930,statins,TREATMENT_NAME,TEST_TREATMENT_PROCEDURE,Statins contraindicated (situation),315363002,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
931,statins,TREATMENT_NAME,TEST_TREATMENT_PROCEDURE,Low-intensity statin therapy (procedure),462641000124105,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
932,renal,SYSTEM_ORGAN_SITE,ANATOMY,Kidney structure (body structure),64033007,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
933,renal,SYSTEM_ORGAN_SITE,ANATOMY,Structure of renal artery (body structure),2841007,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
934,renal,SYSTEM_ORGAN_SITE,ANATOMY,Renal sinus structure (body structure),66558008,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
935,renal,SYSTEM_ORGAN_SITE,ANATOMY,Renal tubule structure (body structure),58471003,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
936,renal,SYSTEM_ORGAN_SITE,ANATOMY,Structure of renal vein (body structure),56400007,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
937,mild,QUALITY,MEDICAL_CONDITION,Mild (qualifier value),255604002,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
938,mild,QUALITY,MEDICAL_CONDITION,Symptom mild (finding),162468002,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
939,mild,QUALITY,MEDICAL_CONDITION,Mild or unspecified (qualifier value),360110003,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
940,mild,QUALITY,MEDICAL_CONDITION,Mild to moderate (qualifier value),371923003,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
941,mild,QUALITY,MEDICAL_CONDITION,Mild pain (finding),40196000,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
942,renal dysfunction,DX_NAME,MEDICAL_CONDITION,Renal impairment (disorder),236423003,10062237.0,Renal impairment,Renal failure and impairment,Renal disorders (excl nephropathies),Renal and urinary disorders,Renal
943,renal dysfunction,DX_NAME,MEDICAL_CONDITION,Impaired renal function disorder (disorder),197663003,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
944,renal dysfunction,DX_NAME,MEDICAL_CONDITION,History of chronic renal impairment (situation),472953006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
945,renal dysfunction,DX_NAME,MEDICAL_CONDITION,Thyroid dysfunction (disorder),264580006,10013907.0,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
946,renal dysfunction,DX_NAME,MEDICAL_CONDITION,Kidney disease (disorder),90708001,10051051.0,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
947,increased,TEST_VALUE,TEST_TREATMENT_PROCEDURE,Serum creatinine raised (finding),166717003,10037825.0,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
948,increased,TEST_VALUE,TEST_TREATMENT_PROCEDURE,Finding of serum creatinine level (finding),365757006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
949,increased,TEST_VALUE,TEST_TREATMENT_PROCEDURE,Serum creatinine low (finding),166715006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
950,increased,TEST_VALUE,TEST_TREATMENT_PROCEDURE,Serum creatinine abnormal (finding),166714005,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
951,increased,TEST_VALUE,TEST_TREATMENT_PROCEDURE,Increased (qualifier value),35105006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
952,1.06,TEST_VALUE,TEST_TREATMENT_PROCEDURE,1.06 (qualifier value),769248000,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
953,1.06,TEST_VALUE,TEST_TREATMENT_PROCEDURE,1.05 (qualifier value),783761000,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
954,1.06,TEST_VALUE,TEST_TREATMENT_PROCEDURE,1.04 (qualifier value),784562004,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
955,1.06,TEST_VALUE,TEST_TREATMENT_PROCEDURE,1.09 (qualifier value),732408000,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
956,1.06,TEST_VALUE,TEST_TREATMENT_PROCEDURE,1:06 (qualifier value),264651005,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
957,1.9,TEST_VALUE,TEST_TREATMENT_PROCEDURE,1.9 (qualifier value),732438006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
958,1.9,TEST_VALUE,TEST_TREATMENT_PROCEDURE,Measurement finding (finding),118245000,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
959,1.9,TEST_VALUE,TEST_TREATMENT_PROCEDURE,1.36 (qualifier value),769540006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
960,1.9,TEST_VALUE,TEST_TREATMENT_PROCEDURE,Blood glucose 7-9.9 mmol/L (finding),166918003,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
961,1.9,TEST_VALUE,TEST_TREATMENT_PROCEDURE,8.1 (qualifier value),732870004,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
962,serum creatinine,TEST_NAME,TEST_TREATMENT_PROCEDURE,"Creatinine measurement, serum (procedure)",113075003,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
963,serum creatinine,TEST_NAME,TEST_TREATMENT_PROCEDURE,Finding of serum creatinine level (finding),365757006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
964,serum creatinine,TEST_NAME,TEST_TREATMENT_PROCEDURE,Serum creatinine abnormal (finding),166714005,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
